Scientific Name	Common Name	Species Code	Population Code	Lead Region	Federal Listing Status	Where Listed
Solanum sandwicense	`Aiakeakua, popolo	Q21S	P01	1	Endangered	
Solenodon cubanus	Cuban solenodon	A02D	V01	Foreign	Endangered	Entire
Solenodon paradoxus	Haitian solenodon	A02E	V01	Foreign	Endangered	Entire
Solidago albopilosa	White-haired goldenrod	Q21T	P01	4	Threatened	
Solidago houghtonii	Houghton's goldenrod	Q2J5	P01	3	Threatened	
Solidago shortii	Short's goldenrod	Q21U	P01	4	Endangered	
Solidago spithamaea	Blue Ridge goldenrod	Q2J7	P01	4	Threatened	
Somateria fischeri	Spectacled eider	B08Z	V01	7	Threatened	Entire
Somatochlora hineana	Hine's emerald dragonfly	I06P	I01	3	Endangered	Entire
Sorex ornatus relictus	Buena Vista Lake ornate Shrew	A0DV	V01	8	Endangered	Entire
Spelaeorchestia koloana	Kauai cave amphipod	K022	I01	1	Endangered	Entire
Speoplatyrhinus poulsoni	Alabama cavefish	E011	V01	4	Endangered	Entire
Spermolepis hawaiiensis	No common name	Q39H	P01	1	Endangered	
Speyeria callippe callippe	Callippe silverspot butterfly	I019	I01	8	Endangered	Entire
Speyeria zerene behrensii	Behren's silverspot butterfly	I031	I01	8	Endangered	Entire
Speyeria zerene hippolyta	Oregon silverspot butterfly	I01A	I01	1	Threatened	Entire
Speyeria zerene myrtleae	Myrtle's silverspot butterfly	I00N	I01	8	Endangered	Entire
Sphaeralcea gierischii	Gierisch mallow	Q3LJ	P01	2	Endangered	
Sphaerodactylus micropithecus	Monito gecko	C038	V01	4	Endangered	Entire
Spheniscus demersus	African penguin	B0FM	V01	Foreign	Endangered	Entire
Spheniscus humboldti	Humboldt penguin	B0FN	V01	Foreign	Threatened	Entire
Spheniscus mendiculus	Galapagos penguin	B02M	V01	Foreign	Endangered	Entire
Sphenodon guntheri	Brother's Island tuatara	C00N	V01	Foreign	Endangered	Entire
Sphenodon punctatus	Tuatara	C00L	V01	Foreign	Endangered	Entire
Sphyrna lewini	Scalloped Hammerhead Shark	E0CL	V02	NMFS	Endangered	Eastern Pacific DPS
Sphyrna lewini	Scalloped Hammerhead Shark	E0CL	V03	NMFS	Threatened	Central and Southwest Atlantic DPS
Sphyrna lewini	Scalloped Hammerhead Shark	E0CL	V04	NMFS	Endangered	Eastern Atlantic DPS
Sphyrna lewini	Scalloped Hammerhead Shark	E0CL	V05	NMFS	Threatened	Indo-West Pacific DPS
Spigelia gentianoides	Gentian pinkroot	Q21W	P01	4	Endangered	
Spiraea virginiana	Virginia spiraea	Q2R1	P01	5	Threatened	
Spiranthes delitescens	Canelo Hills ladies'-tresses	Q3FS	P01	2	Endangered	
Spiranthes diluvialis	Ute ladies'-tresses	Q2WA	P01	6	Threatened	
Spiranthes parksii	Navasota ladies'-tresses	Q21X	P01	2	Endangered	
Stahlia monosperma	Cobana negra	Q2JA	P01	4	Threatened	
Stenogyne angustifolia angustifolia	No common name	Q21Z	P01	1	Endangered	
Stenogyne bifida	No common name	Q39K	P01	1	Endangered	
Stenogyne campanulata	No common name	Q39L	P01	1	Endangered	
Stenogyne cranwelliae	No common name	Q39M	P01	1	Endangered	
Stenogyne kanehoana	No common name	Q220	P01	1	Endangered	
Stenogyne kauaulaensis	No common name	Q3O4	P01	1	Endangered	Entire
Stenogyne kealiae	No common name	Q3H8	P01	1	Endangered	
Stephanomeria malheurensis	Malheur wire-lettuce	Q221	P01	1	Endangered	
Sterna antillarum	Least tern	B07N	V01	4	Endangered	U.S.A. (AR, CO, IA, IL, IN, KS, KY, LA_Miss. R. and tribs. N of Baton Rouge, MS_Miss. R., MO, MT, ND, NE, NM, OK, SD, TN, TX_except within 50 miles of coast)
Sterna antillarum browni	California least tern	B03X	V01	8	Endangered	Entire
Sterna dougallii dougallii	Roseate tern	B07O	V01	5	Endangered	U.S.A. (Atlantic Coast south to NC), Canada (Newf., N.S, Que.), Bermuda
Sterna dougallii dougallii	Roseate tern	B07O	V02	4	Threatened	Western Hemisphere and adjacent oceans, incl. U.S.A. (FL, PR, VI), where not listed as endangered
Sternotherus depressus	Flattened musk turtle	C01Y	V01	4	Threatened	Black Warrior R. system upstream from Bankhead Dam
Streptanthus albidus ssp. albidus	Metcalf Canyon jewelflower	Q222	P01	8	Endangered	
Streptanthus niger	Tiburon jewelflower	Q223	P01	8	Endangered	
Streptocephalus woottoni	Riverside fairy shrimp	K03F	I01	8	Endangered	Entire
Streptopelia picturata rostrata	Seychelles turtle dove	B0A7	V01	Foreign	Endangered	Entire
Strigops habroptilus	Kakapo	B01W	V01	Foreign	Endangered	Entire
Strix occidentalis caurina	Northern spotted owl	B08B	V01	1	Threatened	Entire
Strix occidentalis lucida	Mexican spotted owl	B074	V01	2	Threatened	Entire
Struthio camelus spatzi	West African ostrich	B025	V01	Foreign	Endangered	Entire
Struthio camelus syriacus	Arabian ostrich	B024	V01	Foreign	Endangered	Entire
Strymon acis bartrami	Bartram's hairstreak Butterfly	I07G	I01	4	Endangered	Entire
Stygobromus (=Stygonectes) pecki	Peck's cave amphipod	K019	I01	2	Endangered	Entire
Stygobromus hayi	Hay's Spring amphipod	K004	I01	5	Endangered	Entire
Stygoparnus comalensis	Comal Springs dryopid beetle	I0MI	I01	2	Endangered	Entire
Styrax portoricensis	Palo de jazmin	Q2R6	P01	4	Endangered	
Styrax texanus	Texas snowbells	Q224	P01	2	Endangered	
Suaeda californica	California seablite	Q3AF	P01	8	Endangered	
Succinea chittenangoensis	Chittenango ovate amber snail	G00P	I01	5	Threatened	Entire
Sus salvanius	Pygmy hog	A019	V01	Foreign	Endangered	India, Nepal, Bhutan, Sikkim
Swallenia alexandrae	Eureka Dune grass	Q225	P01	8	Endangered	
Sylvilagus bachmani riparius	Riparian brush rabbit	A0DN	V01	8	Endangered	Entire
Sylvilagus palustris hefneri	Lower Keys marsh rabbit	A0AA	V01	4	Endangered	Wherever found
Symphalangus syndactylus	Siamang	A066	V01	Foreign	Endangered	Entire
Syncaris pacifica	California freshwater shrimp	K01W	I01	8	Endangered	Entire
Syrmaticus ellioti	Elliot's pheasant	B05G	V01	Foreign	Endangered	Entire
Syrmaticus humaie	Bar-tailed pheasant	B02N	V01	Foreign	Endangered	Entire
Syrmaticus mikado	Mikado pheasant	B02T	V01	Foreign	Endangered	Entire
Tabernaemontana rotensis	No common name	Q3H0	P01	1	Threatened	
Tachybaptus rufolavatus	Alaotra Grebe	B09R	V01	Foreign	Endangered	Entire
Tamiasciurus hudsonicus grahamensis	Mount Graham red squirrel	A09O	V01	2	Endangered	Entire
Tanakia tanago	Miyako tango (=Toyko bitterling)	E00P	V01	Foreign	Endangered	Entire
Tapirus bairdii	Central American tapir	A02H	V01	Foreign	Endangered	Entire
Tapirus indicus	Asian tapir	A068	V01	Foreign	Endangered	Entire
Tapirus pinchaque	Mountain tapir	A02I	V01	Foreign	Endangered	Entire
Tapirus terrestris	South American (=Brazilian) tapir	A02G	V01	Foreign	Endangered	Entire
Taraxacum californicum	California taraxacum	Q1SB	P01	8	Endangered	
Tarsius syrichta	Philippine tarsier	A070	V01	Foreign	Threatened	Entire
Tartarocreagris texana	Tooth Cave pseudoscorpion	J00A	I01	2	Endangered	Entire
Tauraco bannermani	Bannerman's turaco	B0A6	V01	Foreign	Endangered	Entire
Taurotragus derbianus derbianus	Western giant eland	A07J	V01	Foreign	Endangered	Entire
Taylorconcha serpenticola	Bliss Rapids snail	G01K	I01	1	Threatened	Entire
Tectaria estremerana	No common name	S01W	P01	4	Endangered	
Telespyza cantans	Laysan finch (honeycreeper)	B009	V01	1	Endangered	Entire
Telespyza ultima	Nihoa finch (honeycreeper)	B00A	V01	1	Endangered	Entire
Ternstroemia luquillensis	Palo colorado	Q2JL	P01	4	Endangered	
Ternstroemia subsessilis	No common name	Q2JM	P01	4	Endangered	
Terpsiphone corvina	Seychelles paradise flycatcher	B01K	V01	Foreign	Endangered	Entire
Terrapene coahuila	Aquatic box turtle	C00R	V01	Foreign	Endangered	Entire
Tetramolopium arenarium	No common name	Q226	P01	1	Endangered	
Tetramolopium capillare	Pamakani	Q227	P01	1	Endangered	
Tetramolopium filiforme	No common name	Q228	P01	1	Endangered	
Tetramolopium lepidotum ssp. lepidotum	No common name	Q229	P01	1	Endangered	
Tetramolopium remyi	No common name	Q22A	P01	1	Endangered	
Tetramolopium rockii	No common name	Q22B	P01	1	Threatened	
Tetrao urogallus cantabricus	Cantabrian capercaillie	B0CM	V01	Foreign	Endangered	Entire
Texamaurops reddelli	Kretschmarr Cave mold beetle	I0IA	I01	2	Endangered	Entire
Texella cokendolpheri	Cokendolpher Cave Harvestman	J016	I01	2	Endangered	Entire
Texella reddelli	Bee Creek Cave harvestman	J008	I01	2	Endangered	Entire
Texella reyesi	Bone Cave harvestman	J009	I01	2	Endangered	Entire
Thaleichthys pacificus	Eulachon	E0BJ	V01	NMFS	Threatened	Southern DPS - See 50 CFR 223.102
Thalictrum cooleyi	Cooley's meadowrue	Q231	P01	4	Endangered	
Thamnophis eques megalops	Northern Mexican gartersnake	C04Q	V01	2	Threatened	Entire
Thamnophis gigas	Giant garter snake	C057	V01	8	Threatened	Entire
Thamnophis rufipunctatus	Narrow-headed gartersnake	C051	V01	2	Threatened	Entire
Thamnophis sirtalis tetrataenia	San Francisco garter snake	C002	V01	8	Endangered	Entire
Thelypodium howellii spectabilis	Howell's spectacular thelypody	Q2K9	P01	1	Threatened	
Thelypodium stenopetalum	Slender-petaled mustard	Q2KB	P01	8	Endangered	
Thelypteris inabonensis	No common name	S01Y	P01	4	Endangered	
Thelypteris pilosa var. alabamensis	Alabama streak-sorus fern	S01N	P01	4	Threatened	
Thelypteris verecunda	No common name	S01Z	P01	4	Endangered	
Thelypteris yaucoensis	No common name	S020	P01	4	Endangered	
Thermosphaeroma thermophilus	Socorro isopod	K01Y	I01	2	Endangered	Entire
Theropithecus gelada	Gelada baboon	A06B	V01	Foreign	Threatened	Entire
Thinornis novaeseelandiae	New Zealand shore plover	B030	V01	Foreign	Endangered	Entire
Thlaspi californicum	Kneeland Prairie penny-cress	Q2KF	P01	8	Endangered	
Thomomys mazama glacialis	Roy Prairie pocket gopher	A0CP	V01	1	Threatened	Entire
Thomomys mazama pugetensis	Olympia pocket gopher	A0IE	V01	1	Threatened	Entire
Thomomys mazama tumuli	Tenino pocket gopher	A0IF	V01	1	Threatened	Entire
Thomomys mazama yelmensis	Yelm pocket gopher	A0IG	V01	1	Threatened	Entire
Thylacinus cynocephalus	Tasmanian tiger	A02J	V01	Foreign	Endangered	Entire
Thymophylla tephroleuca	Ashy dogweed	Q1SH	P01	2	Endangered	
Thysanocarpus conchuliferus	Santa Cruz Island fringepod	Q2KH	P01	8	Endangered	
Tiaroga cobitis	Loach minnow	E03X	V01	2	Endangered	Entire
Tinamus solitarius	Solitary tinamou	B05P	V01	Foreign	Endangered	Entire
Tinospora homosepala	No Common Name	Q3SH	P01	1	Endangered	
Todiramphus cinnamominus	Guam kingfisher	B061	V01	1	Endangered	Entire
Tomistoma schlegelii	Tomistoma	C01B	V01	Foreign	Endangered	Entire
Torreya taxifolia	Florida torreya	R006	P01	4	Endangered	
Townsendia aprica	Last Chance townsendia	Q234	P01	6	Threatened	
Toxolasma cylindrellus	Pale lilliput (pearlymussel)	F00B	I01	4	Endangered	Entire
Trachemys scripta callirostris	South American red-lined turtle	C04J	V01	Foreign	Endangered	Entire
Trachemys stejnegeri malonei	Inagua Island turtle	C04I	V01	Foreign	Endangered	Entire
Trachemys terrapen	Cat Island turtle	C04G	V01	Foreign	Endangered	Cat Island in the Bahamas
Trachypithecus (=Presbytis) francoisi	Francois' langur	A06G	V01	Foreign	Endangered	Entire
Trachypithecus (=Presbytis) geei	Golden langur	A05N	V01	Foreign	Endangered	Entire
Trachypithecus (=Presbytis) pileatus	Capped Langur	A05L	V01	Foreign	Endangered	Entire
Tragopan blythii	Blyth's tragopan pheasant	B02O	V01	Foreign	Endangered	Entire
Tragopan caboti	Cabot's tragopan pheasant	B02Q	V01	Foreign	Endangered	Entire
Tragopan melanocephalus	Western tragopan pheasant	B02X	V01	Foreign	Endangered	Entire
Trematolobelia singularis	No common name	Q3A0	P01	1	Endangered	
Trichechus inunguis	Amazonian manatee	A01O	V01	Foreign	Endangered	Entire
Trichechus manatus	West Indian Manatee	A007	V01	4	Endangered	Entire
Trichechus senegalensis	West African manatee	A07V	V01	Foreign	Threatened	Entire
Trichilia triacantha	Bariaco	Q2KU	P01	4	Endangered	
Trichocichla rufa	Long-legged warbler	B0D9	V01	Foreign	Endangered	Entire
Trichomanes punctatum ssp. floridanum	Florida bristle fern	S02G	P01	4	Endangered	
Trichostema austromontanum ssp. compactum	Hidden Lake bluecurls	Q237	P01	8	Threatened	
Trifolium amoenum	Showy Indian clover	Q238	P01	8	Endangered	
Trifolium stoloniferum	Running buffalo clover	Q2RE	P01	3	Endangered	
Trifolium trichocalyx	Monterey clover	Q23C	P01	8	Endangered	
Trillium persistens	Persistent trillium	Q23D	P01	4	Endangered	
Trillium reliquum	Relict trillium	Q2RG	P01	4	Endangered	
Trimerotropis infantilis	Zayante band-winged grasshopper	I0OY	I01	8	Endangered	Entire
Tringa guttifer	Nordmann's greenshank	B052	V01	Foreign	Endangered	Entire
Triodopsis platysayoides	Flat-spired three-toothed Snail	G00S	I01	5	Threatened	Entire
Trionyx ater	Cuatro Cienegas softshell turtle	C01F	V01	Foreign	Endangered	Entire
Trionyx gangeticus	Indian softshell turtle	C01I	V01	Foreign	Endangered	Entire
Trionyx hurum	Peacock softshell turtle	C01J	V01	Foreign	Endangered	Entire
Trionyx nigricans	Black softshell turtle	C01D	V01	Foreign	Endangered	Entire
Troglodytes aedon guadeloupensis	Guadeloupe house wren	B03S	V01	Foreign	Endangered	Entire
Troglodytes aedon mesoleucus	St. Lucia house wren	B03T	V01	Foreign	Endangered	Entire
Troides alexandrae	Queen Alexandra's birdwing butterfly	I0ME	I01	Foreign	Endangered	Entire
Tryonia alamosae	Alamosa springsnail	G03Q	I01	2	Endangered	Entire
Tryonia cheatumi	Phantom Tryonia	G013	I01	2	Endangered	Entire
Tryonia circumstriata (=stocktonensis)	Gonzales tryonia	G05D	I01	2	Endangered	Entire
Tuberolabium guamense	No common name	Q3P3	P01	1	Threatened	Entire
Tuctoria greenei	Greene's tuctoria	Q23K	P01	8	Endangered	
Tuctoria mucronata	Solano grass	Q23L	P01	8	Endangered	
Tulotoma magnifica	Tulotoma snail	G04X	I01	4	Threatened	Entire
Turdus olivaceus helleri	Taita thrush	B0A5	V01	Foreign	Endangered	Entire
Turnagra capensis	New Zealand thrush (wattlebird)	B03E	V01	Foreign	Endangered	Entire
Tympanuchus cupido attwateri	Attwater's greater prairie-chicken	B00O	V01	2	Endangered	Entire
Tympanuchus pallidicinctus	Lesser prairie-chicken	B0AZ	V01	2	Threatened	Entire
Typhlomolge rathbuni	Texas blind salamander	D001	V01	2	Endangered	Entire
Tyto soumagnei	Madagascar red owl	B06D	V01	Foreign	Endangered	Entire
Uma inornata	Coachella Valley fringe-toed lizard	C02I	V01	8	Threatened	Entire
Uncia (=Panthera) uncia	Snow leopard	A041	V01	Foreign	Endangered	Central Asia
Uratelornis chimaera	Long-tailed ground roller	B037	V01	Foreign	Endangered	Entire
Urera kaalae	Opuhe	Q23M	P01	1	Endangered	
Urocitellus brunneus	Northern Idaho Ground Squirrel	A0EK	V01	1	Threatened	Entire
Urocyon littoralis catalinae	Santa Catalina Island Fox	A08K	V01	8	Endangered	Wherever found
Urocyon littoralis littoralis	San Miguel Island Fox	A08I	V01	8	Endangered	wherever found
Urocyon littoralis santacruzae	Santa Cruz Island Fox	A08L	V01	8	Endangered	wherever found
Urocyon littoralis santarosae	Santa Rosa Island Fox	A08M	V01	8	Endangered	wherever found
Ursus arctos	Mexican grizzly bear	A02V	V01	Foreign	Endangered	Mexico
Ursus arctos arctos	Brown bear	A04P	V01	Foreign	Endangered	Italy
Ursus arctos horribilis	Grizzly bear	A001	V01	6	Threatened	U.S.A., conterminous (lower 48) States, except where listed as an experimental population
Ursus arctos pruinosus	Brown bear	A04Q	V01	Foreign	Endangered	Entire
Ursus maritimus	Polar bear	A0IJ	V01	7	Threatened	Entire
Ursus thibetanus gedrosianus	Baluchistan bear	A0FG	V01	Foreign	Endangered	Entire
Vagrans egistina	Mariana wandering butterfly	I0R8	I01	1	Endangered	Entire
Varanus bengalensis	Indian (=Bengal) monitor	C017	V01	Foreign	Endangered	Entire
Varanus flavescens	Yellow monitor	C019	V01	Foreign	Endangered	Entire
Varanus griseus	Desert monitor	C016	V01	Foreign	Endangered	Entire
Varanus komodoensis	Komodo Island monitor	C018	V01	Foreign	Endangered	Entire
Varronia rupicola	No common name	Q0GP	P01	4	Threatened	
Verbena californica	Red Hills vervain	Q2LO	P01	8	Threatened	
Verbesina dissita	Big-leaved crownbeard	Q3GB	P01	8	Threatened	
Vermivora bachmanii	Bachman's warbler (=wood)	B03G	V01	4	Endangered	Entire
Vernonia proctorii	No common name	Q3A6	P01	4	Endangered	
Vetericaris chaceorum	Anchialine pool shrimp	K03C	I01	1	Endangered	Entire
Vicia menziesii	Hawaiian vetch	Q23Q	P01	1	Endangered	
Vicugna vicugna	Vicuna	A02L	V01	Foreign	Endangered	Ecuador (DPS)
Vicugna vicugna	Vicuna	A02L	V02	Foreign	Threatened	Entire, except Ecuador
Vigna o-wahuensis	No common name	Q23R	P01	1	Endangered	
Villosa choctawensis	Choctaw bean	F01B	I01	4	Endangered	Entire
Villosa fabalis	Rayed Bean	F01A	I01	3	Endangered	Entire
Villosa perpurpurea	Purple bean	F001	I01	5	Endangered	Entire
Villosa trabalis	Cumberland bean (pearlymussel)	F000	I01	4	Endangered	Wherever found; Except where listed as Experimental Populations
Viola chamissoniana ssp. chamissoniana	Pamakani	Q23S	P01	1	Endangered	
Viola helenae	No common name	Q23T	P01	1	Endangered	
Viola kauaiensis var. wahiawaensis	Nani wai`ale`ale	Q23U	P01	1	Endangered	
Viola lanaiensis	No common name	Q23V	P01	1	Endangered	
Viola oahuensis	No common name	Q23W	P01	1	Endangered	
Vipera latifii	Lar Valley viper	C037	V01	Foreign	Endangered	Entire
Vireo atricapilla	Black-capped Vireo	B07T	V01	2	Endangered	Entire
Vireo bellii pusillus	Least Bell's vireo	B067	V01	8	Endangered	Entire
Viverra civettina (=megaspila c.)	Malabar large-spotted civet	A07A	V01	Foreign	Endangered	Entire
Vulpes macrotis mutica	San Joaquin kit fox	A006	V01	8	Endangered	wherever found
Vulpes velox hebes	Northern swift fox	A010	V01	Foreign	Endangered	Canada
Vultur gryphus	Andean condor	B03Y	V01	Foreign	Endangered	Entire
Warea amplexifolia	Wide-leaf warea	Q2M9	P01	4	Endangered	
Warea carteri	Carter's mustard	Q2MA	P01	4	Endangered	
Wikstroemia villosa	No common name	Q244	P01	1	Endangered	Entire
Wilkesia hobdyi	Dwarf iliau	Q245	P01	1	Endangered	
Wyulda squamicaudata	Scaly-tailed possum	A03G	V01	Foreign	Endangered	Australia
Xenicus longipes	New Zealand bushwren	B013	V01	Foreign	Endangered	Entire
Xenopirostris damii	Van Dam's vanga	B0A9	V01	Foreign	Threatened	Entire
Xenopirostris polleni	Pollen's vanga	B0A8	V01	Foreign	Threatened	Entire
Xeromys myoides	False water rat	A03H	V01	Foreign	Endangered	Australia
Xipholena atropurpurea	White-winged cotinga	B04S	V01	Foreign	Endangered	Entire
Xylosma crenatum	No common name	Q2MK	P01	1	Endangered	
Xyrauchen texanus	Razorback sucker	E054	V01	6	Endangered	Entire
Xyris tennesseensis	Tennessee yellow-eyed grass	Q2MP	P01	4	Endangered	
Yermo xanthocephalus	Desert yellowhead	Q3GI	P01	6	Threatened	
Zanthoxylum dipetalum var. tomentosum	A`e	Q3A7	P01	1	Endangered	
Zanthoxylum hawaiiense	A`e	Q246	P01	1	Endangered	
Zanthoxylum oahuense	A`e	Q3H9	P01	1	Endangered	
Zanthoxylum thomasianum	St. Thomas prickly-ash	Q2MX	P01	4	Endangered	
Zapus hudsonius luteus	New Mexico meadow jumping mouse	A0BX	V01	2	Endangered	Entire
Zapus hudsonius preblei	Preble's meadow jumping mouse	A0C2	V01	6	Threatened	wherever found
Zizania texana	Texas wild-rice	Q24A	P01	2	Endangered	
Ziziphus celata	Florida ziziphus	Q2WX	P01	4	Endangered	
Zosterops albogularis	Norfolk Island white-eye	B05Q	V01	Foreign	Endangered	Entire
Zosterops conspicillatus conspicillatus	Bridled white-eye	B064	V01	1	Endangered	Entire
Zosterops modesta	Seychelles white-eye	B03O	V01	Foreign	Endangered	Entire
Zosterops rotensis	Rota bridled White-eye	B065	V01	1	Endangered	Entire
Zyzomys pedunculatus	Australian native mouse	A05W	V01	Foreign	Endangered	Entire
